==31400== Memcheck, a memory error detector
==31400== Copyright (C) 2002-2011, and GNU GPL'd, by Julian Seward et al.
==31400== Using Valgrind-3.7.0 and LibVEX; rerun with -h for copyright info
==31400== Command: RunCollatz
928386 138366 525
929206 339121 525
804814 204699 470
725677 1282 470
580993 807796 468
119307 590626 470
142613 809920 470
937251 706197 525
493054 237373 449
471216 478603 382
845061 663398 525
502112 414401 444
521734 101039 470
877133 31863 525
821278 163902 470
649299 231793 470
60579 218218 386
993910 361462 525
594409 273309 470
779172 66484 470
943405 931337 445
169208 276077 443
683838 227826 470
151269 948207 525
650217 595201 447
468604 512749 470
51300 307762 443
796386 174038 470
107291 483707 449
886100 389117 525
500534 46653 449
946064 576856 525
61862 258670 443
315137 700446 470
940085 681144 525
121451 223564 386
523239 483248 470
215949 373174 443
100844 456495 449
113002 884057 525
198967 558392 470
52637 415883 449
441411 952139 525
477687 176362 449
53548 457972 449
923716 679925 525
43224 799490 470
599106 344985 470
37293 831921 470
391746 265304 441
855343 349066 525
345775 91013 443
106491 540377 470
637067 264501 470
978288 379344 525
110948 984324 525
992680 288100 525
971880 733267 525
728825 440905 470
137892 105677 354
422259 409998 449
706030 874811 525
426157 581647 470
160267 497368 449
36544 907336 525
843194 728560 525
772924 533966 468
445626 696473 470
729526 339061 470
244489 992441 525
560640 15380 470
417787 525011 470
959799 573098 525
761325 195278 470
990080 914931 476
343504 777494 470
103747 223609 386
616413 767123 442
904717 710997 525
551895 804116 468
612652 33088 470
873338 696915 525
984370 107476 525
553717 31759 470
585580 257969 470
279132 568806 470
882444 596079 525
450525 666026 470
307486 919467 525
335997 415718 449
546596 79505 470
77323 565620 470
26001 782436 470
111095 339783 443
731012 76148 470
843376 836566 525
986014 218807 525
212837 363760 443
912055 968926 476
498196 604304 470
68936 411008 449
151313 554552 470
46506 540882 470
478828 242258 449
250744 870013 525
278436 335252 389
918265 135211 525
260763 161501 443
445829 152695 449
375111 762083 470
819539 975872 525
471954 80334 449
238454 311460 407
892652 116397 525
180339 722363 470
287359 536153 470
724889 256671 470
448237 213909 449
761281 268186 470
866670 233878 525
10969 152717 375
877475 491514 525
448170 188122 449
124900 825412 470
481582 919622 525
532934 832851 468
200841 57524 383
772391 696047 468
696926 48115 470
839420 88718 525
302161 48091 443
706568 171425 470
265077 208922 443
783745 354195 470
74420 977297 525
813951 93933 470
948472 914240 476
421156 763412 470
631739 347076 470
77770 18143 351
71166 204562 383
181845 5423 383
910603 586318 525
23279 792321 470
642343 674255 429
886300 180651 525
430030 633306 470
500435 424221 444
464448 336869 449
403092 812375 470
853445 193561 525
607304 170766 470
452376 246297 449
168598 700983 470
532626 764082 452
516848 524496 439
268104 763354 470
895584 858976 432
546178 982418 525
681597 979028 525
328590 166679 443
93643 583344 470
529524 550475 452
155141 369778 443
244181 529809 470
142030 67039 354
926420 308529 525
370873 11836 443
404193 429687 449
112194 962059 525
342755 361818 441
601613 909092 525
986995 422115 525
611054 199936 470
867069 104487 525
254505 896648 525
862832 582197 525
948970 162608 525
713638 513914 452
193678 720724 470
51847 311341 443
580643 960919 525
17990 883325 525
862463 322653 525
959070 959152 277
930809 846544 476
709936 528368 452
435123 512196 470
990569 425530 525
33499 49411 324
62830 216609 386
335266 905343 525
835747 938587 525
949121 932491 445
999664 656475 525
607417 82768 470
403396 70618 443
647960 741783 442
833327 507349 470
793770 150378 470
388665 629162 470
197134 865162 525
113191 938770 525
302119 241666 407
934640 194867 525
292116 308950 371
16703 846414 525
691999 430958 470
276859 269593 363
404953 802721 470
130444 208553 383
848810 438733 525
282693 918559 525
300715 460639 449
889261 299567 525
563343 915434 525
705494 57238 470
800142 966097 525
885075 392036 525
683526 465240 470
70269 94971 351
174456 776178 470
236671 254205 368
104972 838131 525
408023 772417 470
893464 48902 525
474895 576606 470
863957 117014 525
678735 521496 452
749356 296826 470
29454 501345 449
682432 11061 470
933334 756171 525
133784 747883 470
474640 359361 449
423946 626578 470
3817 418062 449
195618 838711 525
830487 793261 468
232594 520615 470
794372 936399 525
179303 935993 525
872359 492824 525
734549 307510 470
980440 535637 525
734112 873074 525
759102 856550 525
5073 395549 443
62634 547326 470
964597 354290 525
821196 330799 470
163464 985771 525
210672 960911 525
101565 54154 351
148099 905313 525
738026 518693 452
172834 5309 383
855998 576644 525
68263 931661 525
944066 622263 525
45289 482817 449
836213 256281 470
631081 866150 525
675140 583621 447
627847 595158 447
601728 379579 470
311988 66043 443
898348 619762 525
510411 451455 444
327809 920417 525
371597 983038 525
932418 281476 525
190158 276108 443
601288 63330 470
141823 706037 470
572507 787990 468
4940 299412 443
351242 580889 470
11881 438611 449
389721 239027 441
674777 806943 468
697644 943704 525
555645 107473 470
781965 499015 470
831787 839688 525
307806 411564 449
869031 355679 525
654654 125095 470
866753 195215 525
423085 130390 449
988911 173665 525
747989 798894 468
401479 254178 441
149420 406220 443
459262 463012 444
867384 214478 525
620740 293445 470
423590 705529 470
106906 564713 470
638959 848214 525
915060 70641 525
297021 360696 441
495744 701983 470
228008 106680 386
530326 435882 470
640095 794867 468
845192 791832 525
26880 641106 470
988280 563375 525
682408 575833 447
359164 169452 443
681001 536081 452
89132 170661 383
715468 630389 442
55346 378468 443
671427 71145 470
840316 769853 525
22570 536037 470
587213 25963 470
580970 787160 468
818570 164564 470
413373 406644 449
767941 734106 468
470523 110025 449
813257 959224 525
928829 371122 525
222539 460395 449
686956 467734 470
660937 567207 447
406499 695681 470
589504 687060 447
806029 471665 470
981070 705965 525
288257 515838 470
507946 84097 449
493214 313384 449
736062 824589 468
379898 677377 470
742554 210785 470
674609 151057 470
39098 786844 470
486290 703109 470
849939 589598 525
939467 983842 458
576543 803983 468
454435 326673 449
864724 232555 525
353655 538859 470
759747 943119 525
37827 889082 525
747189 887409 525
493666 413173 444
316393 60580 443
397369 191101 443
283909 116527 443
7188 245037 443
557924 175086 470
90072 14084 351
11383 715522 470
104856 809944 470
402697 827683 470
543491 770344 468
334325 333397 335
797961 540343 468
364615 65496 443
277132 62130 443
179203 118829 383
907835 197648 525
290256 280748 389
951311 821268 525
469493 652662 470
775212 877318 525
782668 735854 468
790386 289771 470
481881 802310 470
433247 311375 449
993031 961292 458
756715 615054 442
17127 993097 525
263855 119459 443
732427 603737 447
990699 608161 525
406523 161569 443
996964 900599 476
382903 215257 443
552829 189744 470
220598 373127 443
647971 27443 470
208746 777045 470
92471 221068 386
249003 3786 443
694071 630686 442
142844 131117 375
111016 953194 525
83618 478979 449
747459 248848 470
52804 166124 383
332825 77891 443
635163 482532 470
806727 913073 525
33152 160690 383
871006 984010 476
846462 717125 525
424633 254525 449
785070 604250 468
243174 572764 470
443474 322658 449
156925 480208 449
880661 163983 525
795260 32946 470
402595 524905 470
562205 260270 470
953912 139006 525
469779 377195 449
681029 771410 468
595677 242939 470
398493 341146 441
368022 340448 441
860610 429261 525
155137 218830 386
422757 775783 470
383942 581257 470
465917 192474 449
96519 743634 470
454094 488642 444
78127 528889 470
39068 612590 470
841436 61992 525
258135 700504 470
88053 142173 354
92671 241891 443
388855 293786 441
637081 762540 442
668901 525529 452
644535 466397 470
93148 479921 449
873430 6777 525
458811 607479 470
908980 943283 476
758590 829212 468
24803 762653 470
39572 422302 449
495601 780434 470
962098 40927 525
419016 258794 449
41655 608783 470
332906 321188 384
279951 508533 449
84327 255869 443
313426 851886 525
775055 304025 470
833560 586298 468
721120 978359 525
524950 403222 470
18857 190049 383
386076 663167 470
569801 632555 447
972073 915915 476
561681 47111 470
976732 664417 525
552314 324201 470
225712 112543 386
540619 477569 470
201868 452922 449
609914 110131 470
947633 675293 525
247258 265543 407
547312 417509 470
279931 820026 470
161493 975930 525
120991 448034 449
266525 91454 443
883383 762774 525
996984 518618 525
394455 338558 441
358024 718537 470
563951 854136 525
77097 962226 525
423764 875927 525
30248 155212 375
917662 285706 525
752799 259104 470
873159 666652 525
256059 474492 449
581179 9142 470
377363 163352 443
536958 375903 470
255378 801186 470
321538 558109 470
543536 580244 452
135143 77961 354
872226 318366 525
968500 814809 525
789273 479810 470
196365 755730 470
619231 397815 470
74033 193281 383
314012 231694 407
88026 79113 333
643891 765645 442
730145 407451 470
177676 342820 443
881124 125230 525
808439 746854 468
815784 154955 470
850074 44532 525
829175 742964 468
765155 898051 525
780469 408675 470
569789 902342 525
694963 588804 447
682233 289253 470
346839 173791 443
846791 278729 525
372103 825201 470
77701 713465 470
424622 250929 449
484447 753940 470
432872 341827 449
98713 535918 470
828091 57866 470
912340 188324 525
833778 61758 470
980581 629593 525
999665 518681 525
829000 474181 470
442608 959484 525
117008 348340 443
465534 959513 525
182458 621333 470
592080 127730 470
995779 632808 525
306910 252500 407
860568 4150 525
888615 761436 525
545974 295085 470
304282 581035 470
966025 554843 525
505161 248731 449
275607 845513 525
826091 649444 468
194423 401170 443
452558 760778 470
663668 236050 470
462620 348244 449
280324 536186 470
30315 514860 470
113607 302059 443
477620 146027 449
467521 211766 449
653213 505462 470
966896 616534 525
56460 983347 525
928439 776747 525
517834 830783 468
344324 185285 443
860417 278136 525
528658 507216 470
51885 552606 470
494955 584012 470
617466 322436 470
402200 806196 470
309638 368425 441
485787 497403 426
330852 415545 449
898677 723424 525
999102 922830 476
137901 864254 525
975141 311880 525
302113 737929 470
782685 464976 470
790218 890336 525
82209 117892 354
333225 704591 470
251881 748108 470
627385 494816 470
957154 989944 458
349887 164881 443
421567 678826 470
800789 156188 470
551188 857228 525
734316 173965 470
837179 131907 470
954431 560326 525
351263 11317 443
573670 601005 434
69523 979447 525
739505 431321 470
765498 718605 424
83639 166636 383
331260 106726 443
361110 66593 443
202995 385351 443
852916 623087 525
674188 455479 470
188585 551609 470
968232 911005 476
948092 415727 525
283064 668817 470
2988 715712 470
467588 705659 470
146997 52962 375
788656 285121 470
646441 530767 452
220349 636977 470
462428 898579 525
430012 278021 449
420090 637626 470
515188 92859 470
995178 861769 476
400187 464424 449
580207 536200 452
85018 312856 443
59328 374706 443
371264 715253 470
826009 728951 468
251774 721725 470
139038 561177 470
356384 558893 470
811928 150617 470
959696 335427 525
35481 402256 443
675181 869306 525
145087 7035 375
2327 729790 470
840016 970937 476
391652 964728 525
188753 868989 525
831336 932344 525
136775 800230 470
52695 601486 470
942786 132886 525
759141 929618 525
294288 263220 389
864194 297625 525
118208 483667 449
180136 650274 470
874540 323330 525
582561 51962 470
459315 959861 525
589317 787833 468
582151 718473 447
119119 772063 470
78457 515013 470
671797 587600 447
60249 381209 443
315955 232114 407
659690 493698 470
205018 83860 383
786042 403163 470
675137 131545 470
452721 156698 449
692087 549066 447
990416 168307 525
357688 546862 470
326628 720016 470
162192 871040 525
386022 797766 470
846203 513979 525
710525 52595 470
354398 924937 525
537274 852358 525
688431 835259 468
172577 157990 370
314738 674393 470
39867 353467 443
932423 532563 525
323959 142465 443
91580 896876 525
344961 443770 449
424506 317299 449
470305 659394 470
23129 146907 375
726838 948470 525
799390 19444 470
745855 661501 442
941480 787992 525
546407 298209 470
204420 243008 443
313845 615984 470
711163 254150 470
516171 255724 470
995184 209686 525
678528 859273 525
526086 559995 452
113470 961850 525
413638 32504 449
656710 983077 525
694683 290646 470
954220 616358 525
353968 388027 423
167753 610365 470
137961 651503 470
878818 152046 525
873630 302373 525
248407 224841 443
131923 155908 375
51191 734894 470
202078 519879 470
958433 858851 476
45239 6523 324
62046 7657 340
426546 774828 470
143110 206891 383
10139 202843 383
334438 534524 470
371582 874197 525
806227 276725 470
269293 616936 470
227129 272069 443
152897 450146 449
229903 84254 386
220324 830388 470
12367 648027 470
146432 5757 375
775179 822358 468
105887 659951 470
127136 672905 470
174892 29589 383
226517 586901 470
992762 147962 525
899625 259298 525
800749 794527 468
85843 835157 470
604947 936598 525
251943 664262 470
237402 418269 449
305840 175712 443
97768 501328 449
668878 490857 470
231029 364325 441
432606 608532 470
222309 918470 525
597977 611831 403
419911 382391 449
53160 781019 470
45304 81811 351
118879 723958 470
621889 834409 468
663066 333339 470
867793 515191 525
804132 939212 525
987743 542796 525
643259 774616 468
533961 929699 525
304253 326832 384
294701 687237 470
921849 73808 525
674320 294609 470
85624 378885 443
823158 35297 470
848117 998700 476
48963 568684 470
984819 602461 525
79426 769164 470
871582 484408 525
528710 12191 470
100719 270965 443
748858 203392 470
730972 589882 447
874496 31108 525
32042 349908 443
934158 35641 525
885615 41011 525
920814 244720 525
558700 700751 447
536977 494295 470
62330 943021 525
115869 278947 443
946161 859777 476
65506 193179 383
520944 895508 525
823265 994004 525
472092 674211 470
99804 450805 449
202344 79945 383
542125 138489 470
377699 457712 449
409705 334751 441
54580 383300 443
559150 654983 447
93406 426641 449
278676 123847 443
379473 168535 443
763085 100388 470
135178 39905 354
7814 711656 470
991110 892058 476
17466 542295 470
671359 271480 470
152154 692551 470
143146 104757 375
440085 973301 525
587659 66992 470
878799 115111 525
68685 913418 525
965843 969019 365
274637 316425 389
560043 872730 525
591996 231485 470
860679 902377 432
561731 180199 470
764313 899269 525
120057 898753 525
443794 496451 444
194727 806298 470
267196 6277 443
387328 754200 470
248261 894665 525
632244 234450 470
996484 477087 525
794698 827905 468
995181 532300 525
823417 507049 470
448793 770504 470
921421 328153 525
904882 745005 525
578109 23663 470
558259 474611 470
507823 880144 525
762201 640179 442
236362 266934 407
177046 728348 470
346104 976320 525
717859 393134 470
984010 236909 525
524516 974405 525
101009 396338 443
919416 993774 476
778995 377080 470
557687 179679 470
183680 141164 383
65299 885674 525
238062 881674 525
16586 169199 383
77484 777656 470
967286 10199 525
509612 635540 470
789823 916950 525
385219 821673 470
322748 669522 470
650226 824228 468
747067 793272 468
56318 814038 470
842477 44863 525
3699 505128 449
396791 354658 436
862547 198021 525
117500 694526 470
462822 770558 470
519487 739962 452
492256 614694 470
204805 709314 470
823256 844328 525
133503 723020 470
590856 120128 470
445467 163339 449
348134 931539 525
822804 193776 470
97651 203370 383
819099 607150 468
682174 146969 470
561919 659953 447
28124 973793 525
53213 367324 443
685726 662415 398
406586 212429 443
341589 989676 525
725875 696939 411
524131 833044 468
592314 147745 470
764593 189395 470
895804 69806 525
494643 696879 470
88216 855406 525
646374 899049 525
640380 357456 470
191620 734205 470
798274 679560 468
771909 969855 525
==31400== 
==31400== HEAP SUMMARY:
==31400==     in use at exit: 0 bytes in 0 blocks
==31400==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated
==31400== 
==31400== All heap blocks were freed -- no leaks are possible
==31400== 
==31400== For counts of detected and suppressed errors, rerun with: -v
==31400== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 2 from 2)
