==17648== Memcheck, a memory error detector
==17648== Copyright (C) 2002-2011, and GNU GPL'd, by Julian Seward et al.
==17648== Using Valgrind-3.7.0 and LibVEX; rerun with -h for copyright info
==17648== Command: RunCollatz
68409 798720 509
23232 571421 470
99351 44030 351
69098 259629 443
74675 298970 443
97700 690868 509
90096 386245 443
46160 619049 470
26614 503966 449
5717 909696 525
56951 309264 443
50625 111130 354
7867 760095 509
56891 378137 443
17754 575072 470
110220 950333 525
35960 197275 383
88843 355675 443
59749 24200 340
100948 269052 443
29682 426406 449
34874 46186 324
68330 230889 443
26838 81034 351
60491 650499 509
29524 588110 470
102335 409425 443
58410 413483 449
83603 443535 449
88368 962838 525
24284 434690 449
35059 420810 449
68468 949133 525
43094 901680 525
18271 905994 525
68828 810709 509
37767 159064 383
56621 659257 509
32275 550541 470
48579 153219 375
74664 273637 443
16396 189215 383
5792 954776 525
23628 366788 443
107405 422728 449
79641 445329 449
47011 757005 509
109233 517794 470
86142 671035 509
91235 707882 509
32797 104413 351
41256 452046 449
69953 403898 443
24200 167637 383
98634 880005 525
1182 698095 509
68182 576391 470
45373 865115 525
9683 518418 470
52258 957889 525
28535 75737 340
13614 312770 443
52787 811973 509
108325 567291 470
11602 764244 509
90881 602653 470
54700 822176 509
73613 646341 509
36201 680209 509
74420 208925 383
18132 649039 509
72970 742268 509
51830 308536 443
7826 785009 509
34883 353495 443
54548 282306 443
109281 688733 509
56263 290385 443
38548 939846 525
107185 497921 449
59225 161261 383
94550 86955 333
25279 669480 509
16357 723718 509
2404 575684 470
2503 424111 449
13918 868073 525
24148 964361 525
41354 802174 509
44559 31974 324
50707 520681 470
56954 613312 470
14809 937766 525
58485 224328 386
14233 789783 509
62157 610114 470
100164 851235 525
76272 448689 449
19946 458776 449
34462 384612 443
100706 133462 354
1536 773391 509
29736 517717 470
97671 692351 509
16308 515534 470
105977 475563 449
88876 67016 351
4783 274042 443
12575 506778 449
74341 910805 525
76476 249030 443
58915 761813 509
99392 246400 443
38511 649392 509
34005 897115 525
100338 253844 443
27236 871137 525
55522 60524 322
44858 279194 443
86711 708748 509
31851 505610 449
17071 859354 525
22286 301598 443
30600 91614 351
2420 145973 375
20319 619145 470
6275 37546 324
61724 523679 470
61961 105667 351
72543 503328 449
90506 721281 509
36864 61771 340
80944 298613 443
22252 495479 449
93118 903579 525
75857 886741 525
38079 416951 449
51883 496022 449
32081 393699 443
53877 41132 340
104722 104262 310
100457 963084 525
969 555441 470
64202 454163 449
68604 174041 383
76194 692301 509
46055 228870 386
83040 1947 351
52983 904776 525
30579 619496 470
61794 215861 383
77257 731751 509
5552 766540 509
7778 351362 443
59162 329616 443
59194 728321 509
94500 566977 470
81069 604095 470
58259 206581 383
5938 326142 443
88204 529956 470
92161 304355 443
42729 800925 509
108796 800516 509
86680 832138 509
6649 542468 470
10648 440457 449
54536 195017 383
60585 16200 340
82243 909851 525
41267 967284 525
48467 808103 509
37515 357989 443
78775 199296 383
80995 498868 449
28825 487807 449
14385 58088 340
39886 301857 443
102374 126874 354
28774 107331 354
94245 36593 351
102366 35423 351
8219 438226 449
79742 712457 509
66754 805230 509
105849 828652 509
39850 774687 509
91326 335187 443
90040 591570 470
90439 725657 509
102354 59924 351
76661 633468 509
46438 519832 470
49800 5436 324
1657 551905 470
102703 634129 509
2887 276773 443
6982 93958 351
98398 414199 449
108319 197835 383
96248 457134 449
79360 506150 449
22209 205859 383
19652 392909 443
77216 890026 525
19711 402073 443
35542 360441 443
61145 610577 470
60458 485073 449
36980 555389 470
78409 242986 443
33964 653887 509
81180 373278 443
9700 263168 443
86320 582671 470
39807 521112 470
97023 515901 470
13743 785833 509
26281 897009 525
79020 33395 351
102135 325719 443
89254 279602 443
1291 985215 525
25845 594843 470
108883 20399 354
110923 507269 449
8696 368163 443
74775 811554 509
33372 423209 449
75641 43124 340
78441 564136 470
38688 559892 470
12394 134113 354
100883 830208 509
44476 552879 470
100822 846569 525
15062 327482 443
90476 593169 470
76903 530557 470
106512 782988 509
26685 852452 525
68154 328547 443
28991 479825 449
83906 476262 449
33591 729029 509
29594 937325 525
11423 112032 354
93683 401615 443
79362 871354 525
90902 305677 443
110897 123838 349
6877 302835 443
7116 306830 443
59610 278224 443
19862 598223 470
75992 388345 443
50226 379881 443
40578 699701 509
23502 371199 443
58878 305356 443
90220 723759 509
16663 421805 449
4292 768309 509
84110 110346 354
82691 83655 289
55031 63901 335
103163 82477 341
55974 687223 509
76560 291150 443
486 740899 509
18134 540866 470
101619 368460 443
68163 360342 443
23524 323069 443
72870 272536 443
107408 860180 525
18413 385312 443
42511 346293 443
81956 648021 509
23659 307492 443
38060 901073 525
94662 967578 525
99248 252334 443
57690 887062 525
72407 134457 354
78417 947064 525
51952 271413 443
76200 624481 470
58662 412097 449
17968 877502 525
29666 90181 351
100809 680931 509
96985 562283 470
99194 143320 375
9810 39807 324
480869 18834 449
95815 53596 351
748696 27984 509
511382 52324 449
99451 94465 328
825361 19716 509
563037 69343 470
375861 54187 443
305981 60602 443
64088 5360 340
938620 73879 525
823293 63941 509
886628 22924 525
387708 17135 443
556942 83162 470
101996 53870 351
207466 54163 383
898500 97811 525
66487 72515 325
183332 26234 383
445950 82290 449
551633 8693 470
662880 25339 509
402293 27494 443
632854 85213 509
275444 66382 443
830323 71475 509
110751 98738 354
115873 16951 354
716465 14811 509
768681 89168 509
259683 34813 443
48977 92499 351
965014 74535 525
600769 15464 470
314107 48346 443
673391 63072 509
88411 65740 351
309587 52623 443
337836 7057 443
473439 58793 449
546620 13281 470
228371 20114 386
53418 57371 322
188534 60596 383
49764 69883 340
104697 73567 351
966067 25800 525
500335 53674 449
785490 47433 509
112132 17457 354
180529 15949 383
481690 85523 449
638147 85292 509
792349 7629 509
766422 92335 509
621968 82140 470
602255 13043 470
486766 50339 449
710936 72025 509
458260 91653 449
665220 77052 509
619204 62957 470
232983 31287 443
78721 19540 351
736997 34826 509
667127 7205 509
492728 33878 449
219170 65169 386
972798 47227 525
139563 11520 354
793660 39221 509
568616 77883 470
128223 12267 354
84292 55382 351
247035 55511 443
632563 42553 509
621862 28608 470
59895 51768 340
887660 71198 525
422376 54968 449
362173 41009 443
574887 89503 470
754673 71254 509
18481 94057 351
321929 43823 443
983044 74396 525
952280 31942 525
544209 68012 470
639747 96855 509
952366 44854 525
203759 3134 383
831742 1281 509
869401 41973 525
713171 91638 509
62958 73413 330
414422 51899 449
257755 41484 443
829090 5661 509
816071 28780 509
772603 63923 509
38320 38000 244
769942 72000 509
340012 6952 443
103807 30504 351
975358 79759 525
382894 72525 443
190158 79117 383
521090 14636 470
622626 59560 470
332973 50614 443
918865 1937 525
143421 63748 375
769409 76620 509
705400 88863 509
852786 1832 525
239833 78004 443
266356 7458 443
914410 26127 525
356631 6368 443
586128 34569 470
623446 48341 470
27458 85374 351
700010 13605 509
873165 64901 525
331867 38989 443
40926 22490 324
986238 50732 525
943705 699 525
189562 72000 383
373832 65457 443
643461 42348 509
449807 30017 449
172497 26169 383
32538 80569 351
415139 29128 449
377470 35018 443
620392 38585 470
368542 21280 443
502533 36754 449
675743 41707 509
480550 34400 449
601485 33021 470
933720 66788 525
255140 45190 443
710647 39634 509
681983 45325 509
791694 70461 509
296630 48142 443
45063 64191 340
493320 45520 449
980538 76554 525
531492 87142 470
308422 930 443
437685 34 449
658094 27308 509
161708 29780 383
862802 38644 525
121784 79545 354
341087 96522 443
436157 76925 449
38602 51735 314
438548 34492 449
798986 30296 509
310840 51530 443
97051 44049 351
336956 20512 443
707654 77589 509
194872 68448 383
768482 32428 509
376088 32557 443
262337 26576 443
565220 37797 470
333694 25139 443
438014 87005 449
580282 74782 470
242869 90523 443
25015 35236 311
481884 81417 449
449299 40353 449
700754 92724 509
113236 46350 354
140292 37710 354
906158 37242 525
386023 35164 443
967721 74641 525
617569 62111 470
816260 46410 509
387902 82790 443
386147 49955 443
341089 25916 443
216439 82781 386
618017 83958 470
265375 57806 443
614511 99901 470
408978 14674 443
777377 15265 509
352976 38566 443
892161 17669 525
==17648== 
==17648== HEAP SUMMARY:
==17648==     in use at exit: 0 bytes in 0 blocks
==17648==   total heap usage: 0 allocs, 0 frees, 0 bytes allocated
==17648== 
==17648== All heap blocks were freed -- no leaks are possible
==17648== 
==17648== For counts of detected and suppressed errors, rerun with: -v
==17648== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 2 from 2)

