==63878== Memcheck, a memory error detector
==63878== Copyright (C) 2002-2013, and GNU GPL'd, by Julian Seward et al.
==63878== Using Valgrind-3.10.0.SVN and LibVEX; rerun with -h for copyright info
==63878== Command: ./RunCollatz
559621 44167 470
559788 243762 470
565276 891901 468
671795 450172 470
477771 362529 449
321209 547698 470
166318 724596 470
919153 517942 476
473598 971859 476
554766 282121 470
258993 89198 443
114952 291676 443
396751 100785 443
378563 881405 470
768521 867694 468
457121 830019 470
420705 346035 449
504342 299614 449
678769 71619 470
474844 373628 449
912566 456140 476
268935 442699 449
538676 664888 452
829435 315851 470
855381 539678 468
786855 107567 470
509971 201279 449
867585 249466 470
848276 67682 470
116777 907044 470
759182 578052 447
706883 292250 470
317432 641950 470
424243 326585 449
203635 53377 383
536024 995137 476
713748 801058 468
854820 312891 470
369256 274120 441
290808 359166 441
136904 281691 443
456422 813158 470
651672 934817 476
394336 319547 441
657662 999595 476
369639 727481 470
629493 742283 442
408331 492385 449
465891 910248 476
754197 3770 470
158030 367025 443
633670 874776 468
65852 667614 470
42161 442960 449
297300 81756 443
760954 171648 470
889357 377605 470
496552 293401 449
954873 930903 445
275726 791167 470
146252 713436 470
999617 162885 476
477845 123724 449
756864 412437 470
555816 283564 470
588606 226852 470
560076 522149 452
193409 594871 470
355721 753766 470
56909 822860 470
174880 137788 383
458311 783403 470
550727 49604 470
596045 656111 447
726750 481343 470
453593 237290 449
217382 686852 470
52924 165250 383
281236 539022 470
605792 490220 470
443967 345507 449
874667 553621 468
101509 417631 449
233062 226608 443
73462 742636 470
583499 891182 468
283840 968761 476
116307 726578 470
278250 688385 470
300224 765177 470
152928 830342 470
200211 82217 383
507357 983857 476
478792 966443 476
789432 496141 470
696566 968348 476
786739 244134 470
975899 279577 476
246156 55616 443
872335 162222 470
453990 31926 449
876442 644623 468
363063 381649 423
807692 520891 468
45831 395812 443
98491 433904 449
812702 581322 468
339098 275989 389
723066 736483 424
489760 419486 444
950300 959395 414
16035 655297 470
139744 797245 470
906372 80119 470
243523 551921 470
577502 565939 390
664569 122476 470
385561 883621 470
4943 863574 470
774987 297242 470
80209 640662 470
212997 482088 449
771067 898042 468
276908 118058 443
388241 74339 443
797912 453954 470
399633 572920 470
824086 10974 470
265147 350950 441
948810 625328 476
149110 710910 470
303785 138377 443
667852 772189 468
907649 580767 468
669205 457047 470
628375 247119 470
570680 260107 470
866262 880910 432
852843 931405 476
361318 410098 449
340883 420247 449
953682 934918 445
980047 854498 476
457070 120913 449
361088 610462 470
857153 950455 476
848404 469165 470
24939 813735 470
87486 494468 449
907524 597454 468
147319 686508 470
699773 905329 468
433803 407186 449
565708 628105 447
660482 618604 429
159317 466094 449
324463 377337 441
848513 769765 468
657717 351490 470
817101 213217 470
430045 993899 476
513586 238583 470
97561 764161 470
946962 176091 476
834874 42090 470
597490 813026 468
302824 54448 443
465975 340887 449
881748 572555 468
486737 8769 449
508040 577852 470
845410 317940 470
512670 894512 468
542964 71294 470
817395 618240 468
600080 762099 447
545987 871912 468
839960 988558 476
729672 514462 452
500821 184716 449
715836 96191 470
399041 636885 470
675728 767482 442
708850 750087 424
870363 76902 470
427038 479243 444
542975 737663 452
809955 988731 476
404947 494293 449
60368 307494 443
770602 741279 468
98026 67081 351
900102 846563 432
35348 108550 354
446000 483972 444
126861 789871 470
882981 701767 468
198913 957690 476
709051 701961 380
289144 891621 470
309644 748857 470
103184 445298 449
659164 152118 470
763368 130399 470
887129 416703 470
789089 285656 470
237015 581071 470
922296 155059 476
269690 92574 443
761492 574673 447
606759 624527 447
252927 969233 476
290384 354308 441
83087 922458 476
794862 797207 468
527407 410568 470
581504 155352 470
428725 767355 470
95710 668967 470
573326 647551 447
992402 339798 476
111058 17169 354
352722 292166 441
934009 241290 476
607819 43103 470
562326 989625 476
826302 273190 470
951435 251843 476
586207 928281 476
823013 18367 470
760971 729653 424
343857 722373 470
960802 802875 476
319275 519934 470
993322 92428 476
920840 978452 458
70556 148756 375
862514 958620 476
992911 935865 458
335871 853193 470
487003 2050 449
636143 634338 416
275427 178321 443
629521 163862 470
458689 141414 449
244645 68991 443
123906 647982 470
153111 445276 449
859829 98615 470
810733 133299 470
9617 387702 443
591874 231811 470
494312 654558 470
254929 185142 443
44228 959313 476
452201 98452 449
691482 408817 470
235555 875772 470
779653 147431 470
853940 722777 468
642105 689891 429
497699 195608 449
843654 756278 468
471767 812536 470
637313 899113 468
65074 827122 470
350439 912271 476
361255 11820 443
933478 498061 476
391215 511484 449
130790 268811 443
381677 157748 443
956697 163109 476
549260 492769 470
220160 523032 470
874124 404197 470
232268 393508 441
68786 825752 470
642010 316495 470
173343 445767 449
411593 447820 418
104502 58795 351
173535 799517 470
144318 411315 449
129390 121646 336
622088 58807 470
103557 108582 354
946215 643361 476
265549 184299 443
791872 599290 468
808173 329701 470
130780 774066 470
484200 284855 449
258078 353182 441
928547 860399 476
328207 981119 476
226819 378566 443
698096 733022 411
794012 140884 470
688457 77676 470
883818 806158 450
403711 659509 470
553689 732550 447
517976 343793 470
720142 46889 470
881432 703032 468
65995 332163 443
707536 77866 470
25060 992769 476
197572 184419 360
561543 714523 447
490294 538780 470
57099 647711 470
837193 670696 468
108479 90089 354
999168 430975 476
142833 844892 470
630765 232083 470
178736 792480 470
387865 347425 423
281944 479058 449
914402 725292 476
253041 208158 443
137412 631416 470
545937 948131 476
1744 82648 351
851832 493937 470
419531 308147 449
440997 900872 470
886217 684662 468
248842 694149 470
110922 769203 470
874870 645710 468
537256 810086 468
866344 354370 470
784737 931855 476
200772 544358 470
161315 142620 383
782208 772655 437
842263 808269 450
724099 215229 470
212315 199285 373
782884 780094 362
488202 20925 449
984259 526343 476
252563 587089 470
586870 768547 468
362937 114885 443
191578 418321 449
170276 239759 443
327305 251733 407
438857 717566 470
384932 68097 443
73601 438991 449
334758 19873 443
719844 406205 470
139143 820796 470
374883 520434 470
989517 611554 476
610936 118233 470
471928 279861 449
241936 660492 470
860268 397382 470
941179 17965 476
811454 87585 470
855409 344162 470
194711 212689 373
826934 852910 419
95853 395118 443
447965 244831 449
127225 580267 470
538491 767224 452
416519 849701 470
868929 620624 468
500482 986623 476
775298 671146 468
258328 352315 441
881798 861337 432
439376 439275 325
563821 506438 470
721313 643061 442
75491 102439 351
777926 738160 468
521499 433097 470
146724 721651 470
498526 739957 470
328281 525988 470
772889 725761 468
366413 789452 470
462585 196277 449
759738 920943 476
43961 440678 449
350261 895008 470
536781 416208 470
890638 617359 468
272211 213188 443
151525 717134 470
243494 249408 350
205464 389593 443
816254 772146 468
981477 804130 476
392532 137486 443
621022 537942 452
503926 712636 470
734358 780974 468
272366 740661 470
224489 901595 470
563722 352986 470
475956 476313 307
841643 284076 470
541117 900512 468
543883 449329 470
960696 739533 476
181638 319132 443
207854 614283 470
281888 527175 470
333397 488501 449
91717 750095 470
785245 988142 476
638072 113125 470
83913 769055 470
777782 174366 470
43115 173886 383
419722 55466 449
64290 387839 443
238065 772369 470
959650 943085 414
441238 390007 449
87318 562344 470
45659 761337 470
172829 947037 476
976369 610072 476
934798 553331 476
352214 195429 443
80746 211770 383
930745 114474 476
814140 502526 470
222069 749557 470
218482 72093 386
857234 746275 468
365055 850825 470
286988 481477 449
330039 264350 389
841050 81671 470
51506 330623 443
553594 135885 470
656732 925795 476
353100 364536 379
967179 504587 476
669640 866533 468
169764 867358 470
98088 174142 383
43170 843889 470
589755 846866 468
459686 443919 387
894488 284806 470
123193 72573 354
439500 473649 444
426530 939393 476
502537 284605 449
478289 411510 444
741497 600015 447
42088 440765 449
899866 304873 470
717831 713105 380
92691 695174 470
102743 887077 470
531601 529523 346
671498 704808 442
539535 250329 470
545143 289283 470
179224 953846 476
456359 140200 449
695644 553778 447
512297 957495 476
990967 105762 476
559042 296634 470
647121 26093 470
865111 113862 470
49835 790928 470
928209 145719 476
473952 627152 470
158317 723444 470
972237 48827 476
949630 776494 476
414207 197282 449
383036 803464 470
487366 266282 449
39211 582404 470
970133 367167 476
530975 930906 476
210656 425697 449
931542 166198 476
3942 125946 354
748602 137131 470
682132 841499 468
572501 29715 470
753097 232916 470
997772 95209 476
262369 868863 470
189059 995809 476
436509 69070 449
40659 558081 470
865378 211076 470
276971 407881 441
74892 241858 443
11733 66535 340
312927 481001 449
776445 73010 470
888242 689118 468
278601 674768 470
972292 168386 476
799080 233258 470
809169 154298 470
961909 352711 476
417684 317883 449
21861 353805 443
731125 962274 476
757481 656404 442
860761 413018 470
297637 834465 470
521943 579014 452
97809 587718 470
943948 779370 476
169405 491637 449
853128 914003 476
982544 975801 427
42867 324982 443
828238 428584 470
254159 379448 441
284392 633055 470
30331 712790 470
437180 836626 470
526333 56221 470
541267 411371 470
477117 103784 449
147987 106187 375
159016 675008 470
918576 884476 476
731092 965477 476
72648 339843 443
883560 62647 470
565148 240355 470
226215 958370 476
790307 256155 470
534695 326817 470
65250 687744 470
658615 625641 429
142057 672513 470
620057 84510 470
83240 446036 449
616692 86112 470
698336 108887 470
559068 945924 476
977417 142324 476
384968 319056 441
186528 690075 470
846016 55767 470
256592 158906 443
284007 324974 389
820411 866309 419
858393 728856 468
622003 103221 470
766776 41977 470
429531 815441 470
578763 310634 470
904671 218356 470
408392 590352 470
728315 984614 476
735448 453250 470
271319 994827 476
761708 591815 447
117587 32549 354
824407 89807 470
835332 128920 470
331581 392875 441
583055 557397 421
99175 164746 383
403380 85931 443
602380 598040 403
920233 282672 476
181837 568032 470
194089 618397 470
166809 509143 449
478633 400107 449
499258 482276 426
690557 624687 429
648609 716624 442
181865 122236 383
364143 336411 441
43694 142794 375
334629 521223 470
56283 714302 470
384922 850510 470
811318 985869 476
574975 93203 470
842412 776777 468
843736 349154 470
236540 381243 441
455528 590402 470
339307 5155 443
701245 594769 447
412049 209399 449
347368 383653 423
933657 683014 476
242812 573779 470
938142 762528 476
271096 747116 470
642651 74449 470
448260 346482 449
695268 864743 468
869855 706432 468
792476 975434 476
626082 24975 470
13553 948213 476
138922 773008 470
914702 123109 476
802070 320326 470
601587 86230 470
==63878== 
==63878== HEAP SUMMARY:
==63878==     in use at exit: 33,750 bytes in 378 blocks
==63878==   total heap usage: 473 allocs, 95 frees, 8,040,334 bytes allocated
==63878== 
==63878== LEAK SUMMARY:
==63878==    definitely lost: 0 bytes in 0 blocks
==63878==    indirectly lost: 0 bytes in 0 blocks
==63878==      possibly lost: 0 bytes in 0 blocks
==63878==    still reachable: 8,192 bytes in 2 blocks
==63878==         suppressed: 25,558 bytes in 376 blocks
==63878== Rerun with --leak-check=full to see details of leaked memory
==63878== 
==63878== For counts of detected and suppressed errors, rerun with: -v
==63878== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 117 from 20)
